BTCUSDT +0,Ci05_2,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,BaseExitLevel,MaxHoldingBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,50,200,20,361,332,52.09%,2935681157,26.98%,10882.4877
END

BTCUSDT +0,Ci05,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
KSMUSDT +9,Ci102,1h,None,None,2021-04-07,2023-04-07,Total,10,5,2025-11-16 10:55:41
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4420,4903,47.41%,37294574117,43.06%,86740.6884
END

VETUSDT +9,Ci102,1h,None,None,2022-09-07,2024-09-06,Total,10,5,2025-11-16 10:55:46
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4086,4790,46.03%,2201288664,31.81%,6924.2410
END

SOLUSDT +9,Ci102,1h,None,None,2021-06-17,2023-06-17,Total,10,5,2025-11-16 10:55:50
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4412,4968,47.04%,116633442615,29.36%,394766.3138
END

AVAXUSDT +9,Ci102,1h,None,None,2022-06-27,2024-06-26,Total,10,5,2025-11-16 10:57:10
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4203,4882,46.26%,95423582,34.17%,279.2425
END

NEOUSDT +9,Ci102,1h,None,None,2023-06-06,2025-06-05,Total,10,5,2025-11-16 10:57:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4269,4994,46.09%,3957466876,36.78%,10732.9450
END

ETHUSDT +9,Ci102,1h,None,None,2022-11-21,2024-11-20,Total,10,5,2025-11-16 10:57:22
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4030,4968,44.79%,1066642500,35.33%,2991.0775
END

BCHUSDT +9,Ci102,1h,None,None,2021-02-15,2023-02-15,Total,10,5,2025-11-16 11:07:42
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4394,5113,46.22%,137951357534,51.96%,265489.3901
END

XMRUSDT +9,Ci102,1h,None,None,2022-12-07,2024-12-06,Total,10,5,2025-11-16 11:07:46
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4005,4973,44.61%,442048004,20.39%,2168.3213
END

BANDUSDT +9,Ci102,1h,None,None,2022-05-20,2024-05-19,Total,10,5,2025-11-16 11:07:52
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4041,5053,44.44%,6287895786,36.53%,17215.8193
END

BCHUSDT +9,Ci102,1h,None,None,2021-06-14,2023-06-14,Total,10,5,2025-11-16 11:07:56
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,AtrMaxRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4331,4997,46.43%,28164427146,32.66%,86244.0885
END

ADAUSDT +9,Ci102,1h,None,None,2021-06-25,2023-06-25,Total,10,5,2025-11-16 11:18:52
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4409,4859,47.57%,42936002097,30.36%,141919.5011
END

AAVEUSDT +9,Ci102,1h,None,None,2022-10-24,2024-10-23,Total,10,5,2025-11-16 11:19:00
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4052,4935,45.09%,208699412,24.72%,844.3020
END

EGLDUSDT +9,Ci102,1h,None,None,2021-08-24,2023-08-24,Total,10,5,2025-11-16 11:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4490,4848,48.08%,32134904759,26.23%,122526.6340
END

ETCUSDT +9,Ci102,1h,None,None,2022-11-21,2024-11-20,Total,10,5,2025-11-16 13:03:15
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4265,4881,46.63%,911039770,23.61%,3854.2940
END

XRPUSDT +9,Ci102,1h,None,None,2022-05-10,2024-05-09,Total,10,5,2025-11-16 13:03:21
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4074,5021,44.79%,265577008,45.00%,588.5810
END

KSMUSDT +9,Ci102,1h,None,None,2021-01-16,2023-01-16,Total,10,5,2025-11-16 13:03:24
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4279,5184,45.22%,990196751499,35.63%,2779682.8323
END

VETUSDT +9,Ci102,1h,None,None,2022-09-13,2024-09-12,Total,10,5,2025-11-16 13:04:28
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4295,4909,46.66%,1358560150,22.63%,6004.4926
END

BTCUSDT +9,Ci102,1h,None,None,2021-05-03,2023-05-03,Total,10,5,2025-11-16 13:04:41
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4424,4889,47.50%,211027449963,28.56%,738861.7529
END

YFIUSDT +9,Ci102,1h,None,None,2022-11-20,2024-11-19,Total,10,5,2025-11-16 13:04:45
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,4073,4941,45.19%,804058921,18.26%,4437.4419
END

ETHUSDT +9,Ci102,1h,None,None,2021-12-05,2023-12-05,Total,10,5,2025-11-16 13:10:12
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,1678,4217,28.46%,280074,92.21%,0.3038
END

XMRUSDT +9,Ci102,1h,None,None,2022-01-16,2024-01-16,Total,10,5,2025-11-16 13:10:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,1666,4296,27.94%,27825,98.92%,0.0283
END

LRCUSDT +9,Ci102,1h,None,None,2022-10-09,2024-10-08,Total,10,5,2025-11-16 13:10:22
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,1635,4410,27.05%,1044,99.94%,0.0010
END

BNBUSDT +9,Ci102,1h,None,None,2021-12-10,2023-12-10,Total,10,5,2025-11-16 13:10:26
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.2,0.003,3,1649,4231,28.04%,62075,98.04%,0.0634
END

BTCUSDT +9,Ci103,1h,None,None,2023-03-21,2025-03-20,Total,10,5,2025-11-16 13:15:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,4334,5127,45.81%,729520218,27.41%,2661.0654
END

LRCUSDT +9,Ci103,1h,None,None,2021-02-11,2023-02-11,Total,10,5,2025-11-16 13:17:00
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1737,4588,27.46%,2344443,85.03%,2.7572
END

SOLUSDT +9,Ci103,1h,None,None,2021-12-09,2023-12-09,Total,10,5,2025-11-16 13:17:07
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1767,4348,28.90%,92728,96.44%,0.0942
END

XRPUSDT +9,Ci103,1h,None,None,2022-07-16,2024-07-15,Total,10,5,2025-11-16 13:17:11
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1676,4523,27.04%,655,99.98%,0.0007
END

TRXUSDT +9,Ci103,1h,None,None,2021-06-08,2023-06-08,Total,10,5,2025-11-16 13:17:43
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,SmaPeriod,AtrPeriod,VolumeMultiplier,MinAtrRatio,MinBreakoutHoldBars,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,20,14,1.15,0.003,2,3,1327,1797,42.48%,781011,44.52%,1.7540
END

EGLDUSDT +9,Ci103,1h,None,None,2021-06-17,2023-06-17,Total,10,5,2025-11-16 13:17:48
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,SmaPeriod,AtrPeriod,VolumeMultiplier,MinAtrRatio,MinBreakoutHoldBars,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,20,14,1.15,0.003,2,3,1307,1750,42.75%,1246415,58.87%,2.0950
END

RLCUSDT +9,Ci103,1h,None,None,2023-01-09,2025-01-08,Total,10,5,2025-11-16 13:17:51
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,SmaPeriod,AtrPeriod,VolumeMultiplier,MinAtrRatio,MinBreakoutHoldBars,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,20,14,1.15,0.003,2,3,1395,1801,43.65%,431493,75.04%,0.5750
END

ADAUSDT +9,Ci103,1h,None,None,2022-10-28,2024-10-27,Total,10,5,2025-11-16 13:20:32
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1688,4488,27.33%,4680,99.60%,0.0046
END

TRXUSDT +9,Ci103,1h,None,None,2022-10-08,2024-10-07,Total,10,5,2025-11-16 13:20:40
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1676,4402,27.57%,95877,94.58%,0.1014
END

BANDUSDT +9,Ci103,1h,None,None,2022-06-02,2024-06-01,Total,10,5,2025-11-16 13:20:44
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1640,4542,26.53%,12429,99.39%,0.0125
END

TRBUSDT +9,Ci103,1h,None,None,2022-03-29,2024-03-28,Total,10,5,2025-11-16 13:20:47
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,DemaPeriod,AtrPeriod,MinCciThreshold,MaxCciThreshold,CciStdMul,VolumeMultiplier,MinAtrRatio,MinBarsBetweenEntries,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,34,14,40,120,1.5,1.15,0.003,3,1656,4540,26.73%,136967,94.59%,0.1448
END

BCHUSDT +9,Ci200,1h,None,None,2022-08-01,2024-07-31,Total,10,5,2025-11-16 13:25:44
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,AtrPeriod,VolumeSmaPeriod,VolumeMultiplier,MinAtrRatio,SlAtrMultiplier,TrailAtrMultiplier,Tp1,Tp2,MaxLossPerTrade,MinBarsBetweenEntries,MaxHoldBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,14,30,0.9,0.0012,1.2,0.8,0.008,0.015,0.02,2,120,2168,8026,21.27%,66,99.99%,0.0001
END

ENJUSDT +9,Ci200,1h,None,None,2023-01-17,2025-01-16,Total,10,5,2025-11-16 13:25:51
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkouB,AtrPeriod,VolumeSmaPeriod,VolumeMultiplier,MinAtrRatio,SlAtrMultiplier,TrailAtrMultiplier,Tp1,Tp2,MaxLossPerTrade,MinBarsBetweenEntries,MaxHoldBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,14,30,0.9,0.0012,1.2,0.8,0.008,0.015,0.02,2,120,2362,8522,21.70%,4,100.00%,0.0000
END

